art_id,cod_barra,desc_art,id_categ_n1,id_categ_n2,id_categ_n3,id_proveedor,precio_lista,peso_kg,unid_medida,activo,fec_alta
2107,6072014896782,Eligendi consequatur,Alimentos y bebidas,Alim-2,Alim-1-2,454,207400.0,19.04,UN,True,2025-12-05
2108,0826493121462,Delectus enim,Electronica y tecnologia,Elec-2,Elec-2-1,740,231500.0,16.28,UN,True,2025-11-01
2109,3947625429267,Est cum,Electronica y tecnologia,Elec-1,Elec-2-1,186,102000.0,14.25,KG,True,2025-09-21
2110,4563391729944,Ipsum vero,Bebes y maternidad,Bebe-2,Bebe-2-1,21,113300.0,15.49,UN,True,2025-12-12
2111,0369481126648,Et fugit,Ropa y calzado basico,Ropa-1,Ropa-3-2,102,245700.0,6.82,KG,True,2025-11-25
2112,9719670683352,Sapiente praesentium,Alimentos y bebidas,Alim-1,Alim-3-1,141,37200.0,5.95,KG,True,2025-11-04
2113,3910161259018,Minus doloribus,Electronica y tecnologia,Elec-2,Elec-1-2,531,202500.0,7.66,UN,True,2026-02-16
2114,6399490133348,Corporis porro,Ropa y calzado basico,Ropa-2,Ropa-1-1,118,142700.0,3.67,LT,True,2025-10-31
2115,4376734814098,Illo aut,Hogar y limpieza,Hoga-2,Hoga-2-2,108,220400.0,14.94,KG,True,2026-03-01
2116,8410167930140,Tempore aliquam,Hogar y limpieza,Hoga-3,Hoga-2-2,318,74500.0,9.53,UN,True,2025-09-06
2117,8116049910049,Tempore est,Ropa y calzado basico,Ropa-3,Ropa-2-1,626,75400.0,17.72,KG,True,2025-12-16
2118,2028866168014,Odio laudantium,Electronica y tecnologia,Elec-2,Elec-1-2,340,82800.0,17.57,KG,True,2026-03-13
2119,9903421348540,Corporis in,Ropa y calzado basico,Ropa-3,Ropa-3-1,218,6100.0,3.16,UN,True,2025-10-31
2120,8420353160794,Corrupti modi,Hogar y limpieza,Hoga-1,Hoga-1-1,228,44100.0,4.42,UN,True,2026-01-13
2121,1791386015717,Hic ratione,Cuidado personal e higiene,Cuid-3,Cuid-2-2,655,248700.0,8.24,UN,True,2026-01-28
2122,1713219402471,Nemo voluptate,Electronica y tecnologia,Elec-2,Elec-1-1,347,63700.0,2.42,LT,True,2025-11-11
2123,0288141128740,Molestiae quia,Bebes y maternidad,Bebe-3,Bebe-2-1,295,6900.0,13.8,KG,False,2026-01-09
2124,5271936785766,Vitae repellat,Electronica y tecnologia,Elec-3,Elec-2-1,619,71100.0,14.77,KG,True,2026-01-12
2125,4639138107495,Ratione ea,Ropa y calzado basico,Ropa-3,Ropa-3-2,296,103300.0,14.44,LT,True,2025-12-07
2126,1619423215404,Eaque similique,Alimentos y bebidas,Alim-3,Alim-1-1,286,137900.0,9.43,UN,True,2025-11-18
2127,1315350696261,Odit veniam,Bebes y maternidad,Bebe-1,Bebe-2-2,601,19000.0,16.87,LT,True,2025-12-08
2128,1684552527414,Earum tenetur,Cuidado personal e higiene,Cuid-1,Cuid-1-1,262,198000.0,12.14,UN,True,2025-10-03
2129,0254717989947,Delectus numquam,Bebes y maternidad,Bebe-2,Bebe-3-1,409,206700.0,19.87,KG,True,2025-12-11
2130,8856694899305,Quia mollitia,Hogar y limpieza,Hoga-2,Hoga-1-2,532,54900.0,16.32,UN,True,2025-11-08
2131,0519567563557,Aliquid dolore,Bebes y maternidad,Bebe-1,Bebe-1-1,161,200000.0,14.46,UN,True,2025-11-10
2132,8422717266258,Qui illum,Bebes y maternidad,Bebe-3,Bebe-3-1,103,91600.0,2.51,UN,True,2025-10-23
2133,6504607001445,Voluptatem soluta,Ropa y calzado basico,Ropa-1,Ropa-1-2,681,106900.0,16.66,UN,True,2025-12-16
2134,1306862408718,Neque esse,Bebes y maternidad,Bebe-3,Bebe-1-2,238,234200.0,6.15,UN,True,2025-09-05
2135,0066890417281,Magni maiores,Electronica y tecnologia,Elec-1,Elec-3-2,273,223200.0,8.41,UN,True,2025-09-15
2136,2076238115227,Magnam ullam,Bebes y maternidad,Bebe-2,Bebe-3-1,472,95000.0,9.28,UN,True,2025-10-15
2137,3282228240841,Vel ad,Cuidado personal e higiene,Cuid-3,Cuid-3-1,83,123100.0,6.66,LT,True,2025-12-27
2138,7528359994007,Atque dicta,Alimentos y bebidas,Alim-2,Alim-1-1,37,73100.0,2.21,UN,True,2025-10-25
2139,4108479135110,At unde,Electronica y tecnologia,Elec-3,Elec-2-2,333,129800.0,4.03,UN,True,2025-12-12
2140,3505357228925,Sapiente velit,Ropa y calzado basico,Ropa-3,Ropa-3-2,775,171100.0,16.08,UN,True,2025-10-03
2141,0641578097834,Reiciendis beatae,Ropa y calzado basico,Ropa-3,Ropa-1-2,460,25000.0,13.06,UN,False,2025-11-27
2142,0280104194533,Fuga veritatis,Electronica y tecnologia,Elec-2,Elec-3-1,463,230100.0,18.86,UN,True,2025-12-03
2143,4195281447869,Rerum repudiandae,Electronica y tecnologia,Elec-3,Elec-1-1,488,180300.0,16.43,LT,False,2025-11-07
2144,7428021889306,Laudantium delectus,Electronica y tecnologia,Elec-2,Elec-3-1,689,26000.0,8.07,UN,True,2025-09-13
2145,6357803789125,Iste eaque,Bebes y maternidad,Bebe-3,Bebe-2-2,669,217500.0,15.73,UN,True,2026-01-06
2146,1397436990555,Labore repellat,Bebes y maternidad,Bebe-3,Bebe-2-1,20,186400.0,11.55,LT,True,2025-10-14
2147,8557599408424,Maiores ex,Alimentos y bebidas,Alim-1,Alim-2-1,434,79700.0,5.76,UN,True,2025-12-09
2148,9069690452897,Ab blanditiis,Electronica y tecnologia,Elec-2,Elec-1-2,438,131300.0,19.5,UN,True,2026-01-23
2149,8606106567335,Rem molestias,Hogar y limpieza,Hoga-3,Hoga-2-2,179,215300.0,18.57,LT,True,2025-09-24
2150,7457016527619,Maiores fugit,Ropa y calzado basico,Ropa-1,Ropa-3-2,781,242100.0,2.29,UN,True,2026-01-17
2151,3681498025309,Reiciendis placeat,Electronica y tecnologia,Elec-3,Elec-2-1,210,71700.0,16.8,UN,True,2025-11-17
2152,8437699296445,Aspernatur labore,Bebes y maternidad,Bebe-1,Bebe-2-2,668,163300.0,1.6,UN,True,2025-12-13
2153,4772508423242,Soluta illum,Hogar y limpieza,Hoga-3,Hoga-1-1,81,215300.0,18.58,KG,True,2025-09-19
2154,2348004172414,Facere magni,Ropa y calzado basico,Ropa-3,Ropa-3-2,482,247100.0,12.5,KG,True,2025-12-12
2155,5536915855749,Veritatis ut,Alimentos y bebidas,Alim-1,Alim-2-2,589,19500.0,3.37,UN,True,2025-11-18
2156,9062796024258,Repudiandae reiciendis,Bebes y maternidad,Bebe-3,Bebe-1-2,404,126900.0,16.35,UN,True,2025-10-09
2157,7033329594526,Consequuntur facilis,Alimentos y bebidas,Alim-1,Alim-3-1,85,218700.0,10.34,UN,True,2025-12-19
2158,3158286304026,Ipsam dignissimos,Hogar y limpieza,Hoga-2,Hoga-2-1,100,2800.0,1.24,UN,True,2026-01-12
2159,9662991721749,Aut ab,Bebes y maternidad,Bebe-3,Bebe-2-2,485,110400.0,15.98,KG,True,2025-11-21
2160,2922041678216,Deserunt amet,Bebes y maternidad,Bebe-1,Bebe-3-1,691,146900.0,15.78,UN,True,2026-01-08
2161,5392669370637,Tempore enim,Hogar y limpieza,Hoga-1,Hoga-2-2,478,132600.0,9.67,KG,True,2025-11-11
2162,2503139280483,Quae quisquam,Hogar y limpieza,Hoga-2,Hoga-3-1,81,183700.0,14.64,KG,False,2026-02-17
2163,5022061901930,Vel pariatur,Alimentos y bebidas,Alim-2,Alim-3-2,629,18200.0,0.85,UN,True,2025-10-30
2164,3359379719004,A suscipit,Bebes y maternidad,Bebe-1,Bebe-2-1,368,196800.0,6.4,KG,True,2026-02-10
2165,0029561622568,Odio aut,Alimentos y bebidas,Alim-2,Alim-1-1,60,72200.0,13.48,KG,True,2025-11-19
2166,4718559407992,Expedita tempora,Alimentos y bebidas,Alim-1,Alim-1-1,295,206400.0,4.65,UN,True,2025-12-24
2167,2304532316775,Nobis adipisci,Hogar y limpieza,Hoga-1,Hoga-2-1,163,106000.0,9.04,UN,True,2025-09-17
2168,8145647437016,Illo delectus,Alimentos y bebidas,Alim-1,Alim-1-2,790,12600.0,18.64,KG,False,2025-09-18
2169,9453911776662,Atque dicta,Alimentos y bebidas,Alim-1,Alim-1-1,728,241100.0,16.54,UN,True,2026-03-21
2170,5052761209289,Consequuntur ab,Electronica y tecnologia,Elec-3,Elec-2-2,85,195600.0,11.18,KG,True,2025-09-05
2171,1578061902230,Aliquid illo,Ropa y calzado basico,Ropa-3,Ropa-3-1,458,88300.0,11.56,UN,True,2025-12-24
2172,1167870676359,Nemo quis,Cuidado personal e higiene,Cuid-2,Cuid-1-2,6,69000.0,17.75,KG,True,2025-12-04
2173,3223718592125,Placeat sequi,Ropa y calzado basico,Ropa-3,Ropa-3-1,367,148100.0,17.27,KG,True,2026-01-09
2174,6848563711421,Optio libero,Electronica y tecnologia,Elec-2,Elec-3-2,125,246800.0,1.81,UN,False,2025-09-04
2175,9430003753985,Dicta beatae,Cuidado personal e higiene,Cuid-3,Cuid-3-2,599,74000.0,9.34,UN,True,2025-10-10
2176,9231324659860,Animi assumenda,Ropa y calzado basico,Ropa-1,Ropa-3-1,58,237200.0,3.86,UN,False,2025-11-10
2177,6932784178375,Qui id,Electronica y tecnologia,Elec-1,Elec-3-2,723,83900.0,1.71,KG,True,2026-03-07
2178,6591538201143,Quod non,Ropa y calzado basico,Ropa-3,Ropa-1-1,185,176600.0,5.88,UN,True,2025-11-12
2179,0652664267352,Ipsam in,Alimentos y bebidas,Alim-1,Alim-2-1,211,96700.0,12.23,KG,True,2025-12-27
2180,1272455337560,Doloribus laborum,Cuidado personal e higiene,Cuid-3,Cuid-3-1,709,23100.0,15.9,UN,True,2025-12-27
2181,5697648784963,Veritatis iure,Cuidado personal e higiene,Cuid-2,Cuid-2-2,722,234200.0,18.25,KG,True,2025-11-25
2182,2249451046252,Voluptatum non,Hogar y limpieza,Hoga-2,Hoga-3-2,77,42700.0,8.49,UN,True,2026-02-16
2183,0692965685127,Voluptatibus quas,Bebes y maternidad,Bebe-2,Bebe-3-2,87,236300.0,8.48,KG,True,2026-01-24
2184,0627672935098,Molestiae dicta,Ropa y calzado basico,Ropa-3,Ropa-1-2,683,27600.0,3.11,UN,True,2025-12-01
2185,7934421291460,Ducimus doloremque,Electronica y tecnologia,Elec-1,Elec-1-1,783,68200.0,3.94,UN,True,2025-11-03
2186,5022347780457,Sit aspernatur,Electronica y tecnologia,Elec-3,Elec-2-1,391,230400.0,2.09,LT,True,2025-10-29
2187,7972518407035,Temporibus iste,Bebes y maternidad,Bebe-3,Bebe-1-2,132,165300.0,19.52,UN,True,2026-03-09
2188,3982147823377,Fugiat id,Hogar y limpieza,Hoga-3,Hoga-2-2,123,49000.0,2.6,UN,True,2025-09-29
2189,2094516767067,Consequatur officia,Cuidado personal e higiene,Cuid-3,Cuid-3-2,213,148800.0,15.15,UN,True,2025-10-07
2190,3632863011229,Commodi ad,Alimentos y bebidas,Alim-3,Alim-2-2,549,46700.0,6.39,UN,True,2025-10-26
2191,0084842648330,Laborum modi,Cuidado personal e higiene,Cuid-2,Cuid-1-2,78,218900.0,10.77,KG,True,2026-02-17
2192,3679608289673,Praesentium error,Electronica y tecnologia,Elec-2,Elec-3-1,514,14400.0,17.46,UN,True,2026-01-19
2193,1360549469201,Sapiente dicta,Hogar y limpieza,Hoga-2,Hoga-1-2,643,133400.0,,KG,True,2026-03-16
2194,8564901324952,Sit esse,Hogar y limpieza,Hoga-3,Hoga-3-2,115,17700.0,4.84,UN,True,2026-01-26
2195,1935001154614,Voluptatem tenetur,Hogar y limpieza,Hoga-2,Hoga-1-2,788,174400.0,18.23,LT,True,2025-12-11
2196,7580803889048,Neque rem,Bebes y maternidad,Bebe-2,Bebe-3-2,790,234100.0,5.08,UN,True,2025-09-12
2197,4104043156680,Aliquid omnis,Bebes y maternidad,Bebe-1,Bebe-2-2,238,208100.0,16.11,LT,True,2026-02-26
2198,5135381483748,Accusamus modi,Alimentos y bebidas,Alim-1,Alim-2-1,90,94200.0,0.35,UN,True,2026-01-15
2199,7558030901680,Explicabo veritatis,Alimentos y bebidas,Alim-1,Alim-2-1,261,60800.0,10.73,LT,True,2025-09-18
2200,5647177840197,Quas tenetur,Cuidado personal e higiene,Cuid-2,Cuid-1-1,207,32000.0,14.53,UN,True,2026-03-17
2201,0271698837166,Possimus dicta,Bebes y maternidad,Bebe-2,Bebe-2-1,224,218700.0,16.79,UN,True,2026-01-06
2202,1158668611997,Excepturi iusto,Hogar y limpieza,Hoga-3,Hoga-3-2,740,22100.0,16.83,KG,True,2026-01-05
2203,7675983326176,Qui eaque,Bebes y maternidad,Bebe-2,Bebe-3-1,124,157900.0,6.01,UN,True,2025-11-14
2204,0505835345819,Ratione suscipit,Electronica y tecnologia,Elec-1,Elec-1-2,254,93100.0,17.07,UN,True,2025-11-09
2205,9565728535339,Repellat vel,Electronica y tecnologia,Elec-2,Elec-3-1,630,249000.0,6.51,UN,True,2025-11-15
2206,9982426621773,Unde iusto,Cuidado personal e higiene,Cuid-1,Cuid-3-1,47,128200.0,4.71,KG,True,2025-09-14
2207,5801584668793,Blanditiis officiis,Hogar y limpieza,Hoga-3,Hoga-3-1,49,138100.0,0.08,KG,True,2025-12-03
2208,3030285327278,Maiores tempora,Alimentos y bebidas,Alim-3,Alim-2-1,242,229600.0,4.75,UN,True,2025-09-16
2209,6698345150258,Deserunt asperiores,Electronica y tecnologia,Elec-1,Elec-1-2,775,242500.0,2.41,KG,False,2026-01-01
2210,2854613087303,Incidunt officiis,Cuidado personal e higiene,Cuid-1,Cuid-3-2,672,146700.0,13.51,UN,True,2025-10-15
2211,8972073827773,Perspiciatis adipisci,Cuidado personal e higiene,Cuid-1,Cuid-2-2,742,199500.0,2.94,UN,True,2026-01-05
2212,7118425278638,Animi inventore,Alimentos y bebidas,Alim-2,Alim-2-1,692,159400.0,11.73,UN,True,2025-11-17
2213,0900712102422,Quasi eius,Ropa y calzado basico,Ropa-1,Ropa-3-2,95,108000.0,2.57,UN,True,2025-10-29
2214,3447305777195,Voluptatem ab,Bebes y maternidad,Bebe-3,Bebe-1-1,321,16200.0,14.1,UN,True,2025-10-02
2215,6199716596564,Vitae occaecati,Hogar y limpieza,Hoga-1,Hoga-3-2,424,180000.0,5.75,UN,True,2025-11-19
2216,6764099683349,Mollitia delectus,Electronica y tecnologia,Elec-2,Elec-1-2,134,175700.0,6.21,UN,True,2025-09-17
2217,4009522426530,Officiis expedita,Bebes y maternidad,Bebe-2,Bebe-3-1,795,30900.0,12.83,UN,True,2025-10-23
2218,7932219143908,Dolores magni,Electronica y tecnologia,Elec-1,Elec-3-2,483,59100.0,18.78,KG,True,2025-12-05
2219,7054736015794,Laboriosam error,Electronica y tecnologia,Elec-3,Elec-3-1,683,183600.0,19.83,UN,True,2026-01-08
2220,1150101626001,Quisquam dolore,Hogar y limpieza,Hoga-1,Hoga-3-2,207,39100.0,7.18,UN,True,2025-12-04
2221,8026589347598,Officia inventore,Electronica y tecnologia,Elec-3,Elec-3-2,573,173400.0,18.93,KG,True,2025-09-24
2222,7833548835710,Esse quos,Electronica y tecnologia,Elec-3,Elec-1-1,85,180100.0,12.27,UN,True,2026-01-26
2223,9214967914633,Eveniet dolor,Ropa y calzado basico,Ropa-2,Ropa-3-2,18,89600.0,18.13,KG,True,2025-11-27
2224,8664320317266,Voluptatem nam,Electronica y tecnologia,Elec-3,Elec-3-2,513,66000.0,0.61,UN,True,2026-01-07
2225,6528246854927,Dolorem debitis,Electronica y tecnologia,Elec-2,Elec-2-1,55,94500.0,0.71,UN,True,2026-03-18
2226,7240002086012,Labore aspernatur,Alimentos y bebidas,Alim-1,Alim-2-2,221,91100.0,,UN,True,2025-09-13
2227,4605190854325,Nisi eos,Bebes y maternidad,Bebe-1,Bebe-1-1,636,152500.0,16.1,UN,False,2026-03-20
2228,7163033563690,Incidunt quia,Bebes y maternidad,Bebe-3,Bebe-2-1,399,186500.0,2.8,UN,True,2026-03-13
2229,3010009089934,Eos odit,Cuidado personal e higiene,Cuid-2,Cuid-3-1,302,215700.0,3.57,KG,True,2025-12-16
2230,1878104802832,Ex vero,Cuidado personal e higiene,Cuid-3,Cuid-2-1,233,9400.0,11.73,UN,False,2025-09-09
2231,5415892909303,Deserunt eveniet,Bebes y maternidad,Bebe-1,Bebe-2-2,535,182200.0,19.15,UN,True,2025-10-23
2232,4376613662802,A aut,Cuidado personal e higiene,Cuid-3,Cuid-2-1,764,79900.0,11.36,UN,True,2025-10-19
2233,8122681594745,Facilis neque,Ropa y calzado basico,Ropa-3,Ropa-1-2,592,210000.0,,KG,True,2025-12-29
2234,7053110583300,Facere nisi,Ropa y calzado basico,Ropa-1,Ropa-3-2,288,20800.0,3.8,LT,True,2026-01-20
2235,9673979842189,Perspiciatis maiores,Bebes y maternidad,Bebe-2,Bebe-1-2,338,138700.0,18.29,UN,True,2025-12-10
2236,9142693765017,Aliquam expedita,Alimentos y bebidas,Alim-3,Alim-1-2,83,138100.0,1.16,KG,True,2025-11-14
2237,6767187762889,Quia aspernatur,Hogar y limpieza,Hoga-1,Hoga-1-1,115,83000.0,5.69,KG,True,2025-09-12
2238,3636885016279,Sed itaque,Electronica y tecnologia,Elec-1,Elec-3-2,215,242600.0,9.1,UN,True,2026-03-10
2239,6292266678800,Impedit blanditiis,Bebes y maternidad,Bebe-1,Bebe-3-1,310,28500.0,4.56,UN,True,2026-03-20
2240,9376165228988,Quis ipsam,Cuidado personal e higiene,Cuid-2,Cuid-1-1,793,35800.0,13.29,UN,True,2025-09-10
2241,9074993598128,Voluptate doloremque,Cuidado personal e higiene,Cuid-1,Cuid-1-1,697,161800.0,13.59,UN,True,2025-11-08
2242,5597772659765,Assumenda error,Cuidado personal e higiene,Cuid-2,Cuid-2-1,91,129500.0,4.28,KG,True,2026-03-19
2243,4083858050140,Reprehenderit possimus,Ropa y calzado basico,Ropa-3,Ropa-1-1,265,67600.0,0.22,KG,True,2025-11-22
2244,1716578939121,Corporis aperiam,Bebes y maternidad,Bebe-1,Bebe-3-2,46,77500.0,1.53,UN,True,2026-01-06
2245,9565188711489,Cumque voluptate,Alimentos y bebidas,Alim-1,Alim-1-2,51,40900.0,0.06,UN,True,2025-12-15
2246,6005009244923,Adipisci harum,Cuidado personal e higiene,Cuid-2,Cuid-2-1,300,217200.0,18.11,LT,True,2026-01-08
2247,8787570302933,Fugit esse,Cuidado personal e higiene,Cuid-1,Cuid-2-2,768,143200.0,12.45,UN,True,2026-02-27
2248,0112501860745,Esse amet,Bebes y maternidad,Bebe-1,Bebe-2-1,149,62700.0,2.81,UN,True,2025-11-18
2249,2906952223369,Maiores aperiam,Hogar y limpieza,Hoga-1,Hoga-2-1,545,99600.0,1.9,LT,True,2026-02-10
2250,9318062007303,Reprehenderit quis,Cuidado personal e higiene,Cuid-1,Cuid-1-1,315,226900.0,16.36,UN,True,2025-12-04
2251,2426624975377,Asperiores repellendus,Cuidado personal e higiene,Cuid-3,Cuid-1-1,433,221900.0,16.23,UN,True,2025-10-15
2252,4057144695674,Repudiandae excepturi,Electronica y tecnologia,Elec-1,Elec-1-2,696,19100.0,18.55,KG,True,2025-09-18
2253,4068735445349,Facere animi,Hogar y limpieza,Hoga-2,Hoga-1-1,664,164200.0,3.23,UN,True,2026-01-25
2254,5146688658340,Ut repellendus,Alimentos y bebidas,Alim-3,Alim-3-1,663,39900.0,10.47,UN,True,2026-01-02
2255,8348358626735,Nemo voluptatem,Ropa y calzado basico,Ropa-2,Ropa-1-2,329,54300.0,2.47,KG,True,2026-02-25
2256,6648532077585,Adipisci aspernatur,Hogar y limpieza,Hoga-2,Hoga-1-1,39,216300.0,15.92,UN,True,2025-10-21
2257,7089432698347,Quia perspiciatis,Cuidado personal e higiene,Cuid-2,Cuid-1-1,789,224000.0,8.28,UN,True,2026-01-24
2258,4369580504503,Necessitatibus provident,Ropa y calzado basico,Ropa-3,Ropa-3-2,796,22500.0,13.93,UN,True,2025-09-08
2259,5092846720070,Illum vel,Ropa y calzado basico,Ropa-1,Ropa-3-2,687,218700.0,0.65,KG,True,2025-10-01
2260,3429390773726,Qui mollitia,Alimentos y bebidas,Alim-1,Alim-3-1,382,182700.0,,UN,True,2025-12-31
2261,9545038016254,Minima itaque,Alimentos y bebidas,Alim-3,Alim-2-2,225,194400.0,4.63,UN,False,2025-12-20
2262,8515020450282,Quasi velit,Alimentos y bebidas,Alim-1,Alim-3-2,140,198400.0,16.86,UN,True,2025-12-31
2263,1435312794337,Incidunt dolor,Ropa y calzado basico,Ropa-1,Ropa-2-1,297,127800.0,,UN,True,2026-02-18
2264,7953111235904,Dolorem laudantium,Electronica y tecnologia,Elec-1,Elec-3-1,268,236800.0,15.81,KG,True,2026-02-17
2265,4265274286628,Ea officiis,Ropa y calzado basico,Ropa-1,Ropa-3-2,221,51700.0,2.73,KG,True,2025-10-13
2266,5108573838558,Nulla molestias,Electronica y tecnologia,Elec-1,Elec-1-2,761,127200.0,13.29,UN,True,2025-10-14
2267,4514609193514,Quasi libero,Hogar y limpieza,Hoga-2,Hoga-2-1,528,81000.0,15.6,KG,True,2025-12-20
2268,1745553706274,Omnis iusto,Electronica y tecnologia,Elec-2,Elec-1-2,179,206000.0,7.76,KG,True,2026-03-14
2269,2816733746126,Maiores voluptate,Ropa y calzado basico,Ropa-1,Ropa-1-2,512,22500.0,4.92,KG,True,2026-01-15
2270,1575626412609,Nostrum impedit,Hogar y limpieza,Hoga-3,Hoga-3-1,565,109600.0,6.92,UN,True,2025-10-03
2271,8481876209902,Ipsa dicta,Bebes y maternidad,Bebe-1,Bebe-1-1,419,193800.0,5.97,UN,True,2026-01-09
2272,6931963039957,Repellendus doloribus,Bebes y maternidad,Bebe-3,Bebe-3-2,758,79500.0,12.68,UN,True,2025-11-10
2273,1670450599820,Possimus possimus,Ropa y calzado basico,Ropa-3,Ropa-3-1,773,61600.0,,UN,True,2025-09-25
2274,2673123438883,Laboriosam adipisci,Bebes y maternidad,Bebe-2,Bebe-2-1,346,67100.0,0.88,UN,False,2026-01-24
2275,0485142025935,Commodi sed,Hogar y limpieza,Hoga-2,Hoga-2-1,378,179000.0,5.79,UN,True,2025-10-29
2276,6450282313420,Eos dignissimos,Alimentos y bebidas,Alim-1,Alim-2-2,174,73100.0,5.58,UN,True,2026-02-06
2277,7557672991158,Magni delectus,Hogar y limpieza,Hoga-1,Hoga-3-1,627,101900.0,3.58,UN,True,2025-12-23
2278,4904431834363,Voluptatum nemo,Ropa y calzado basico,Ropa-3,Ropa-1-1,745,137300.0,14.35,UN,True,2025-12-02
2279,9531029771158,Nulla ipsa,Ropa y calzado basico,Ropa-2,Ropa-1-1,527,235300.0,0.52,UN,True,2025-10-15
2280,0629179265173,Similique hic,Hogar y limpieza,Hoga-1,Hoga-2-2,161,199000.0,18.49,UN,True,2025-11-01
2281,3281629108736,Deserunt ea,Cuidado personal e higiene,Cuid-3,Cuid-3-2,415,47900.0,15.16,UN,True,2025-11-09
2282,9221983691578,Doloribus consectetur,Hogar y limpieza,Hoga-3,Hoga-1-1,636,221000.0,8.09,UN,True,2026-01-20
2283,3767105298776,Nisi molestiae,Ropa y calzado basico,Ropa-1,Ropa-2-2,34,211500.0,17.19,LT,True,2025-11-26
2284,0745991530449,Aspernatur similique,Alimentos y bebidas,Alim-1,Alim-3-1,473,186800.0,12.38,UN,True,2025-09-10
2285,5002026838785,Libero doloribus,Cuidado personal e higiene,Cuid-1,Cuid-1-1,526,130200.0,11.43,UN,True,2025-09-06
2286,9034502958676,Eaque quaerat,Cuidado personal e higiene,Cuid-1,Cuid-1-2,430,19300.0,6.29,KG,True,2025-10-28
2287,6030409346755,Corporis harum,Ropa y calzado basico,Ropa-2,Ropa-2-2,515,178500.0,13.28,UN,True,2025-12-15
2288,4182368810135,Sequi quo,Hogar y limpieza,Hoga-1,Hoga-1-1,717,130500.0,2.84,UN,False,2025-11-09
2289,8272105133460,Odio autem,Alimentos y bebidas,Alim-2,Alim-1-1,100,78800.0,10.52,UN,True,2026-03-21
2290,0184220138825,Voluptas illo,Cuidado personal e higiene,Cuid-1,Cuid-2-1,457,4500.0,2.37,UN,True,2025-10-20
2291,5320831681632,Ducimus adipisci,Alimentos y bebidas,Alim-3,Alim-2-1,637,59300.0,8.93,UN,True,2025-11-24
2292,6038917369075,Voluptates est,Hogar y limpieza,Hoga-3,Hoga-2-1,658,152200.0,12.34,UN,True,2025-11-22
2293,8947672000520,Vel ipsum,Bebes y maternidad,Bebe-2,Bebe-2-1,374,29900.0,3.15,UN,True,2025-10-28
2294,1410707163486,Odit praesentium,Electronica y tecnologia,Elec-2,Elec-2-2,798,164500.0,4.48,UN,True,2026-02-27
2295,5089512370851,Odio soluta,Bebes y maternidad,Bebe-1,Bebe-2-2,260,205300.0,,UN,True,2025-10-24
2296,1191944545692,Est cumque,Ropa y calzado basico,Ropa-1,Ropa-3-1,353,80900.0,5.15,UN,False,2025-09-06
2297,7296556192761,Dolorum explicabo,Bebes y maternidad,Bebe-2,Bebe-3-1,660,22300.0,1.96,UN,True,2025-12-16
2298,7137718862637,Architecto illum,Cuidado personal e higiene,Cuid-1,Cuid-2-2,352,36600.0,6.65,UN,True,2026-01-08
2299,9561266783058,Repudiandae exercitationem,Bebes y maternidad,Bebe-2,Bebe-3-1,275,90800.0,18.71,UN,True,2025-12-04
2300,5737138874023,Quas molestiae,Cuidado personal e higiene,Cuid-2,Cuid-3-2,445,203700.0,13.89,UN,True,2025-11-27
2301,2346144662765,Error minus,Hogar y limpieza,Hoga-1,Hoga-1-1,498,159300.0,11.53,UN,True,2026-02-23
2302,3304117614219,Dignissimos eum,Ropa y calzado basico,Ropa-2,Ropa-3-2,776,217200.0,16.82,KG,True,2025-11-17
2303,5248319686361,Atque porro,Cuidado personal e higiene,Cuid-2,Cuid-3-1,495,248600.0,13.22,UN,True,2026-01-09
2304,4704656896982,Labore tempore,Cuidado personal e higiene,Cuid-3,Cuid-1-2,149,52200.0,16.23,LT,True,2026-02-18
2305,7036883004838,Laudantium enim,Alimentos y bebidas,Alim-1,Alim-1-2,43,174300.0,13.16,UN,True,2025-11-22
2306,7936315922917,Esse omnis,Alimentos y bebidas,Alim-2,Alim-2-2,774,117700.0,17.29,KG,True,2025-12-21
2307,2706593410407,Eligendi suscipit,Electronica y tecnologia,Elec-3,Elec-2-2,339,124400.0,12.5,UN,True,2025-11-20
2308,6291187228248,In perspiciatis,Bebes y maternidad,Bebe-1,Bebe-3-1,162,82700.0,5.33,UN,True,2026-01-04
2309,7183018179609,Omnis totam,Cuidado personal e higiene,Cuid-3,Cuid-2-2,179,86900.0,0.87,KG,True,2025-12-22
2310,7578984974998,Non esse,Hogar y limpieza,Hoga-3,Hoga-1-2,85,169700.0,2.15,LT,True,2026-02-21
2311,7990522171148,Assumenda nostrum,Bebes y maternidad,Bebe-2,Bebe-1-2,160,156000.0,10.27,KG,True,2025-10-24
2312,8656581898103,Ipsum quidem,Ropa y calzado basico,Ropa-3,Ropa-3-1,625,81000.0,,UN,True,2025-10-06
2313,6173563163124,Magnam quaerat,Alimentos y bebidas,Alim-3,Alim-1-1,524,31400.0,15.2,UN,True,2025-11-27
2314,9755726169494,Dicta odit,Electronica y tecnologia,Elec-1,Elec-3-2,480,145400.0,15.52,UN,True,2026-01-04
2315,6378811938992,Non magnam,Alimentos y bebidas,Alim-3,Alim-1-2,10,185400.0,13.29,UN,True,2025-10-31
2316,9068201307169,In suscipit,Cuidado personal e higiene,Cuid-1,Cuid-2-1,538,140500.0,18.07,UN,True,2026-03-22
