id_devolucion,id_trans_origen,art_id,id_tienda,fec_devolucion,qty_devuelta,motivo_cod,canal_devolucion,estado_devolucion,vr_reembolso
21322,369460,591,47,2026-09-06,2,Producto defectuoso,Tienda fisica,Aprobada,92200.0
21323,460525,1949,87,2026-01-09,2,No cumple expectativas,Tienda fisica,Aprobada,184800.0
21324,809741,3542,42,2026-08-20,1,Producto vencido,Tienda fisica,Aprobada,205500.0
21325,730278,1314,108,2026-06-14,2,Talla incorrecta,Tienda fisica,Aprobada,12100.0
21326,877882,2245,126,2026-01-06,1,No cumple expectativas,Tienda fisica,Aprobada,34100.0
21327,699163,409,107,2026-08-04,2,Error en pedido,Tienda fisica,Aprobada,135800.0
21328,804389,4431,7,2026-08-25,1,No cumple expectativas,Ecommerce,En proceso,11100.0
21329,13760,1280,50,2026-04-21,2,Producto defectuoso,Tienda fisica,En proceso,193500.0
21330,713469,4940,150,2026-06-13,2,No cumple expectativas,Tienda fisica,En proceso,36300.0
21331,386676,2277,99,2026-05-04,1,Talla incorrecta,Tienda fisica,Rechazada,95600.0
21332,319592,1348,104,2025-12-21,2,Error en pedido,Tienda fisica,Aprobada,221100.0
21333,614755,555,131,2026-04-18,2,No cumple expectativas,Marketplace,Rechazada,42900.0
21334,199849,1017,4,2026-02-25,1,Error en pedido,Tienda fisica,Rechazada,116900.0
21335,451396,262,106,2026-01-26,1,Talla incorrecta,Tienda fisica,Aprobada,57400.0
21336,975078,1313,19,2026-01-07,1,Producto defectuoso,Tienda fisica,Aprobada,197300.0
21337,730581,271,148,2026-03-04,2,No cumple expectativas,Tienda fisica,Aprobada,41400.0
21338,315010,3538,26,2026-05-22,2,Talla incorrecta,Ecommerce,Aprobada,55500.0
21339,966201,3690,48,2026-05-14,2,Producto vencido,Marketplace,Aprobada,235400.0
21340,873875,2511,120,2025-12-19,2,Producto defectuoso,Tienda fisica,En proceso,180800.0
21341,700740,117,84,2026-01-08,1,No cumple expectativas,Ecommerce,Aprobada,194500.0
21342,232260,2909,10,2026-07-09,1,No cumple expectativas,Tienda fisica,Aprobada,20300.0
21343,757582,4257,134,2026-03-08,1,Producto defectuoso,Ecommerce,Aprobada,2400.0
21344,417628,1168,63,2026-04-12,1,Producto defectuoso,Ecommerce,Aprobada,225400.0
21345,536961,1342,91,2025-12-13,2,Error en pedido,Ecommerce,En proceso,60300.0
21346,950683,2531,73,2026-05-04,1,No cumple expectativas,Tienda fisica,Rechazada,83600.0
21347,806019,2883,136,2025-11-10,2,No cumple expectativas,Tienda fisica,Aprobada,128000.0
21348,126545,2354,122,2025-11-20,2,No cumple expectativas,Tienda fisica,En proceso,108200.0
21349,53240,2046,64,2026-03-25,1,Error en pedido,Tienda fisica,En proceso,6300.0
21350,67614,4462,45,2026-07-25,1,No cumple expectativas,Tienda fisica,Rechazada,29300.0
21351,177816,2450,83,2025-12-24,1,Producto defectuoso,Tienda fisica,Aprobada,26100.0
21352,16142,736,91,2025-09-30,2,Talla incorrecta,Marketplace,En proceso,57400.0
21353,98005,2249,6,2026-08-30,1,Producto defectuoso,Tienda fisica,Aprobada,81100.0
21354,903474,970,104,2026-07-28,2,Producto vencido,Tienda fisica,Aprobada,229100.0
21355,943577,3401,114,2026-05-17,1,Producto defectuoso,Tienda fisica,Aprobada,86300.0
21356,26381,430,122,2025-12-02,1,Producto vencido,Tienda fisica,Aprobada,179100.0
21357,131497,4484,100,2026-08-14,2,No cumple expectativas,Tienda fisica,Aprobada,10500.0
21358,738594,3910,84,2026-06-06,2,Talla incorrecta,Tienda fisica,Aprobada,197400.0
21359,907704,174,31,2026-02-28,2,Talla incorrecta,Tienda fisica,Aprobada,189900.0
21360,296099,2678,28,2026-06-20,1,Producto defectuoso,Ecommerce,Aprobada,210800.0
21361,856254,762,7,2026-07-10,1,Producto defectuoso,Ecommerce,En proceso,89500.0
21362,440385,2814,44,2026-09-08,1,Producto vencido,Tienda fisica,Rechazada,90800.0
21363,810801,4086,150,2025-12-20,1,No cumple expectativas,Tienda fisica,Aprobada,134800.0
21364,162478,444,59,2025-12-20,2,Talla incorrecta,Ecommerce,Aprobada,113300.0
21365,102811,3833,33,2026-05-28,2,No cumple expectativas,Ecommerce,Aprobada,43800.0
21366,362922,2606,6,2026-02-11,2,Producto vencido,Ecommerce,Aprobada,13600.0
21367,325929,3212,82,2026-04-17,1,Talla incorrecta,Ecommerce,Aprobada,175900.0
21368,646247,4930,7,2026-02-17,2,Producto defectuoso,Marketplace,Aprobada,134300.0
21369,529334,787,119,2026-05-27,1,Error en pedido,Tienda fisica,Aprobada,85000.0
21370,286943,2828,53,2026-08-31,1,Talla incorrecta,Tienda fisica,En proceso,69800.0
21371,180887,4685,21,2026-08-28,1,Talla incorrecta,Tienda fisica,Rechazada,159100.0
21372,127934,2926,11,2026-06-16,2,Producto vencido,Ecommerce,Aprobada,25700.0
21373,570232,4252,141,2026-02-03,2,Talla incorrecta,Tienda fisica,Aprobada,120100.0
21374,103382,2669,29,2025-12-30,2,Talla incorrecta,Tienda fisica,Aprobada,202700.0
21375,47477,3143,108,2026-09-09,2,Talla incorrecta,Tienda fisica,Aprobada,74800.0
21376,964609,2416,101,2026-02-09,2,Producto defectuoso,Tienda fisica,Rechazada,12000.0
21377,102673,4300,36,2026-05-07,2,Producto defectuoso,Tienda fisica,En proceso,23100.0
21378,57213,3543,139,2025-10-30,2,Producto defectuoso,Tienda fisica,Aprobada,4300.0
21379,502277,3232,6,2026-08-13,1,Talla incorrecta,Tienda fisica,Rechazada,75500.0
21380,900061,3928,121,2025-10-16,2,No cumple expectativas,Tienda fisica,Aprobada,17700.0
21381,880248,207,73,2026-03-25,2,Talla incorrecta,Tienda fisica,Aprobada,68800.0
21382,957342,1868,149,2026-08-27,2,Error en pedido,Tienda fisica,Aprobada,36200.0
21383,199372,3474,83,2026-09-07,2,Talla incorrecta,Tienda fisica,Aprobada,90200.0
21384,67211,911,128,2026-03-15,2,No cumple expectativas,Marketplace,En proceso,88600.0
21385,222276,3392,7,2026-02-14,1,No cumple expectativas,Tienda fisica,Rechazada,182400.0
21386,488733,911,43,2025-10-05,2,Producto defectuoso,Tienda fisica,Aprobada,89100.0
21387,291285,3578,57,2026-02-16,2,Producto defectuoso,Tienda fisica,Rechazada,68800.0
21388,215231,3376,130,2025-11-20,1,Talla incorrecta,Tienda fisica,En proceso,151200.0
21389,563416,1786,12,2026-01-22,1,Producto vencido,Tienda fisica,Aprobada,204200.0
21390,508866,4183,147,2026-01-14,1,Error en pedido,Tienda fisica,Aprobada,164500.0
21391,252454,944,105,2026-07-09,1,Producto defectuoso,Marketplace,Aprobada,148000.0
21392,548507,1822,94,2026-09-13,2,Producto vencido,Tienda fisica,Rechazada,196600.0
21393,749754,595,89,2026-07-11,2,Producto defectuoso,Tienda fisica,Aprobada,192700.0
21394,204850,2154,98,2026-09-11,1,No cumple expectativas,Tienda fisica,Rechazada,229700.0
21395,510397,4562,65,2026-08-19,1,Producto defectuoso,Tienda fisica,En proceso,72600.0
21396,713353,4257,60,2026-04-23,1,Error en pedido,Tienda fisica,Aprobada,2500.0
21397,287342,146,79,2026-04-29,1,Producto defectuoso,Ecommerce,Aprobada,202500.0
21398,918222,4667,3,2026-07-14,1,Talla incorrecta,Tienda fisica,Aprobada,179400.0
21399,304897,655,46,2026-07-10,2,Error en pedido,Ecommerce,Aprobada,115500.0
21400,829776,3851,45,2026-04-10,2,Talla incorrecta,Tienda fisica,Aprobada,46800.0
21401,222920,1947,21,2025-12-17,1,No cumple expectativas,Ecommerce,Aprobada,169100.0
21402,8593,2544,96,2026-05-23,1,No cumple expectativas,Ecommerce,Aprobada,17100.0
21403,260492,3492,68,2026-05-06,2,Producto vencido,Tienda fisica,En proceso,52900.0
21404,274691,1982,86,2026-04-07,2,Error en pedido,Ecommerce,Aprobada,23000.0
21405,962169,2350,9,2026-08-16,1,Error en pedido,Marketplace,En proceso,7100.0
21406,861374,3753,127,2025-09-10,2,Producto defectuoso,Tienda fisica,Aprobada,196000.0
21407,91512,3586,29,2025-12-05,2,No cumple expectativas,Tienda fisica,Aprobada,15900.0
21408,380621,1291,10,2026-05-30,2,Talla incorrecta,Tienda fisica,Aprobada,121900.0
21409,330977,1108,54,2026-02-16,2,Talla incorrecta,Tienda fisica,Rechazada,162200.0
21410,629839,2168,132,2026-05-10,2,Talla incorrecta,Marketplace,Aprobada,12200.0
21411,441833,4229,55,2025-09-24,1,Producto defectuoso,Tienda fisica,Aprobada,161200.0
21412,719621,1008,127,2026-08-04,2,Producto defectuoso,Tienda fisica,Aprobada,142900.0
21413,795428,134,77,2026-08-15,2,Error en pedido,Marketplace,Aprobada,154300.0
21414,358914,4752,129,2026-07-28,1,No cumple expectativas,Tienda fisica,En proceso,145100.0
21415,58307,2555,3,2026-02-18,1,No cumple expectativas,Marketplace,En proceso,80500.0
21416,915732,1754,90,2026-06-02,1,Talla incorrecta,Ecommerce,Aprobada,157900.0
21417,381955,2480,96,2026-07-18,1,No cumple expectativas,Tienda fisica,En proceso,75900.0
21418,156180,2415,69,2026-03-01,2,Talla incorrecta,Tienda fisica,En proceso,166300.0
21419,799213,4167,9,2026-08-08,2,Talla incorrecta,Tienda fisica,Aprobada,152800.0
21420,288607,2888,86,2026-08-09,1,Producto vencido,Tienda fisica,Rechazada,103800.0
21421,434873,59,36,2026-02-25,2,Producto defectuoso,Tienda fisica,Aprobada,106400.0
21422,151411,3413,140,2026-08-26,2,No cumple expectativas,Tienda fisica,Aprobada,12900.0
21423,325991,3575,49,2026-05-18,1,Producto defectuoso,Tienda fisica,En proceso,116000.0
21424,28170,4282,89,2026-03-09,2,Error en pedido,Ecommerce,En proceso,156700.0
21425,837078,3103,92,2026-07-29,1,Talla incorrecta,Tienda fisica,Aprobada,238600.0
21426,113591,3936,89,2026-05-13,2,Talla incorrecta,Marketplace,Aprobada,159100.0
21427,135950,4673,65,2026-06-11,1,No cumple expectativas,Ecommerce,Aprobada,180100.0
21428,12397,1801,131,2025-09-15,2,Producto defectuoso,Tienda fisica,Rechazada,43600.0
21429,175773,1249,124,2026-02-01,2,Producto defectuoso,Marketplace,Rechazada,40700.0
21430,81072,156,75,2026-08-16,1,No cumple expectativas,Marketplace,En proceso,145200.0
21431,284374,4395,11,2026-09-10,1,Error en pedido,Tienda fisica,Aprobada,141700.0
21432,150568,2158,60,2025-10-14,1,Talla incorrecta,Ecommerce,Aprobada,2300.0
21433,769882,3542,51,2026-05-01,2,Talla incorrecta,Tienda fisica,En proceso,195800.0
21434,881379,3133,96,2026-01-18,1,No cumple expectativas,Tienda fisica,Aprobada,212100.0
21435,553362,1179,61,2026-01-05,1,No cumple expectativas,Marketplace,Aprobada,90900.0
21436,42063,1913,139,2025-09-29,2,Producto defectuoso,Ecommerce,Aprobada,21100.0
21437,271976,3634,105,2026-04-02,2,Error en pedido,Tienda fisica,Aprobada,240700.0
21438,478840,4842,68,2026-03-03,2,Producto vencido,Marketplace,Aprobada,151700.0
21439,61772,674,18,2025-09-21,1,No cumple expectativas,Tienda fisica,Aprobada,164300.0
21440,648037,4978,123,2026-09-09,1,Producto defectuoso,Tienda fisica,En proceso,117700.0
21441,452556,4936,80,2026-09-13,2,No cumple expectativas,Tienda fisica,En proceso,22600.0
21442,297515,3565,80,2026-07-04,2,Producto defectuoso,Ecommerce,En proceso,91700.0
21443,224932,4922,22,2026-06-01,2,No cumple expectativas,Tienda fisica,Aprobada,145500.0
21444,153525,1756,72,2026-06-09,1,Producto defectuoso,Ecommerce,Rechazada,100200.0
21445,267750,540,46,2026-04-07,1,Producto defectuoso,Tienda fisica,Aprobada,225300.0
21446,303260,3275,73,2026-06-17,1,Error en pedido,Marketplace,Aprobada,110800.0
21447,934016,4213,48,2025-12-06,1,Error en pedido,Ecommerce,Aprobada,69500.0
21448,705135,3511,59,2026-06-21,1,Talla incorrecta,Tienda fisica,Aprobada,68200.0
21449,282629,3136,87,2025-12-28,2,No cumple expectativas,Ecommerce,Aprobada,35700.0
21450,698933,2940,137,2026-06-16,2,Producto defectuoso,Ecommerce,Aprobada,91900.0
21451,517498,2720,54,2025-11-26,1,Talla incorrecta,Tienda fisica,Aprobada,154000.0
21452,516706,3180,141,2025-10-22,2,Error en pedido,Ecommerce,Aprobada,130600.0
21453,492306,4101,131,2025-09-11,1,Producto defectuoso,Tienda fisica,En proceso,81800.0
21454,49053,1993,59,2025-09-12,1,Producto defectuoso,Ecommerce,Aprobada,55500.0
21455,958338,1674,73,2026-06-25,1,No cumple expectativas,Tienda fisica,Aprobada,161600.0
21456,389851,483,51,2025-10-03,1,No cumple expectativas,Tienda fisica,Aprobada,207500.0
21457,605502,4163,77,2026-01-09,1,Producto vencido,Tienda fisica,Aprobada,144000.0
21458,935753,1308,140,2026-08-28,1,No cumple expectativas,Tienda fisica,Aprobada,20700.0
21459,21427,3891,122,2025-09-09,1,Producto defectuoso,Tienda fisica,Aprobada,165900.0
21460,842733,3420,121,2026-01-06,1,Producto defectuoso,Tienda fisica,Aprobada,80900.0
21461,140672,1682,65,2025-10-25,2,No cumple expectativas,Ecommerce,Aprobada,39100.0
21462,929761,4755,101,2026-03-27,2,Producto defectuoso,Tienda fisica,Aprobada,86000.0
21463,671200,4113,145,2026-03-05,2,Producto vencido,Ecommerce,En proceso,94500.0
21464,574497,336,37,2025-12-11,1,Talla incorrecta,Tienda fisica,En proceso,35000.0
21465,635577,2673,85,2026-02-07,1,Error en pedido,Ecommerce,En proceso,186400.0
21466,491896,2147,103,2026-08-30,2,Error en pedido,Tienda fisica,Aprobada,71900.0
21467,242859,4287,124,2025-10-16,2,Producto defectuoso,Marketplace,Aprobada,165300.0
21468,99604,200,13,2026-05-18,2,No cumple expectativas,Ecommerce,Aprobada,219800.0
21469,571821,2777,92,2025-11-12,1,Producto vencido,Ecommerce,Aprobada,47900.0
21470,304047,4259,107,2026-04-28,2,No cumple expectativas,Tienda fisica,Aprobada,62200.0
21471,419320,1121,147,2026-02-26,2,Talla incorrecta,Ecommerce,En proceso,10100.0
21472,994922,4223,148,2026-08-18,2,No cumple expectativas,Marketplace,En proceso,65000.0
21473,507371,2188,115,2026-01-05,2,Error en pedido,Tienda fisica,En proceso,48100.0
21474,933263,2755,81,2025-12-29,1,No cumple expectativas,Tienda fisica,Aprobada,192000.0
21475,582666,2373,123,2026-01-25,1,Producto defectuoso,Tienda fisica,En proceso,227300.0
21476,874574,3487,80,2026-07-12,1,Error en pedido,Marketplace,Aprobada,39900.0
21477,151086,3817,83,2026-03-19,2,No cumple expectativas,Ecommerce,Aprobada,46600.0
21478,297966,1957,59,2025-11-17,2,Error en pedido,Ecommerce,En proceso,93400.0
21479,489518,67,88,2025-11-21,1,Error en pedido,Tienda fisica,En proceso,95300.0
21480,994865,3894,137,2026-04-18,2,Producto defectuoso,Marketplace,Rechazada,30300.0
21481,126361,108,129,2026-04-10,1,Producto defectuoso,Tienda fisica,Aprobada,185200.0
21482,940875,2245,118,2026-09-03,1,No cumple expectativas,Ecommerce,En proceso,38800.0
21483,532061,1909,74,2026-07-27,1,No cumple expectativas,Tienda fisica,Aprobada,6800.0
21484,777448,1163,101,2026-02-13,2,Error en pedido,Tienda fisica,Aprobada,200400.0
21485,829724,3815,110,2026-06-12,2,Error en pedido,Tienda fisica,Aprobada,107700.0
21486,893924,4595,119,2026-08-26,1,Talla incorrecta,Tienda fisica,En proceso,38700.0
21487,929312,3097,89,2025-10-14,2,Producto vencido,Tienda fisica,En proceso,22200.0
21488,253841,4698,55,2026-01-05,2,Error en pedido,Tienda fisica,Aprobada,69300.0
21489,203143,2525,98,2026-01-27,2,No cumple expectativas,Ecommerce,Aprobada,95000.0
21490,987979,2510,124,2025-09-23,2,Talla incorrecta,Ecommerce,Aprobada,21600.0
21491,12992,1735,146,2025-12-19,2,Talla incorrecta,Tienda fisica,Aprobada,80400.0
21492,67558,2049,99,2026-01-09,2,No cumple expectativas,Tienda fisica,Aprobada,43300.0
21493,607055,2578,117,2026-04-29,1,Producto vencido,Tienda fisica,Aprobada,196700.0
21494,958359,3717,66,2026-06-01,1,No cumple expectativas,Marketplace,En proceso,69800.0
21495,633853,1677,26,2025-10-01,1,Talla incorrecta,Ecommerce,Aprobada,63900.0
21496,611892,4152,47,2026-03-04,2,Producto defectuoso,Tienda fisica,Aprobada,100800.0
21497,833711,1662,87,2026-05-10,2,Producto vencido,Tienda fisica,Aprobada,71100.0
21498,569617,608,13,2026-01-21,2,No cumple expectativas,Tienda fisica,En proceso,51900.0
21499,845686,2180,100,2026-03-11,2,No cumple expectativas,Tienda fisica,Aprobada,22100.0
21500,963851,4336,80,2025-10-02,2,No cumple expectativas,Tienda fisica,En proceso,191900.0
21501,352948,1308,136,2026-02-05,2,No cumple expectativas,Ecommerce,Aprobada,22100.0
21502,45430,1089,70,2026-03-28,1,Talla incorrecta,Ecommerce,Rechazada,123200.0
21503,205390,4516,144,2026-01-01,1,No cumple expectativas,Ecommerce,Aprobada,198400.0
21504,786055,2934,8,2025-10-15,2,No cumple expectativas,Marketplace,Aprobada,2400.0
21505,9951,329,105,2026-07-12,1,Producto defectuoso,Tienda fisica,Aprobada,204400.0
21506,418917,1416,118,2025-12-03,1,Error en pedido,Tienda fisica,Aprobada,9800.0
21507,262149,699,109,2025-09-10,2,Producto defectuoso,Tienda fisica,Rechazada,120700.0
21508,136251,1145,116,2026-01-02,2,Talla incorrecta,Tienda fisica,Aprobada,229500.0
21509,147925,4397,116,2025-12-29,2,No cumple expectativas,Marketplace,Aprobada,189700.0
21510,218041,4257,119,2026-05-17,1,No cumple expectativas,Tienda fisica,En proceso,2600.0
21511,25202,148,8,2026-04-15,1,Producto defectuoso,Ecommerce,Aprobada,134100.0
21512,968272,4906,118,2026-08-12,2,No cumple expectativas,Tienda fisica,Aprobada,43800.0
21513,519121,3997,127,2026-04-29,1,Talla incorrecta,Tienda fisica,Aprobada,150700.0
21514,811931,2604,16,2026-03-23,1,Producto defectuoso,Ecommerce,Aprobada,89700.0
21515,415157,3731,35,2026-01-09,1,No cumple expectativas,Ecommerce,Aprobada,237300.0
21516,550405,4967,73,2026-01-13,2,No cumple expectativas,Tienda fisica,En proceso,10600.0
21517,711560,4020,6,2026-03-19,1,No cumple expectativas,Tienda fisica,Aprobada,36400.0
21518,86657,241,57,2026-01-29,1,No cumple expectativas,Marketplace,Rechazada,17300.0
21519,409803,670,69,2026-05-06,2,Error en pedido,Tienda fisica,Aprobada,69700.0
21520,508948,4670,148,2026-08-30,1,No cumple expectativas,Tienda fisica,En proceso,138600.0
21521,350302,4752,63,2025-10-19,1,No cumple expectativas,Tienda fisica,Aprobada,162000.0
21522,760024,2184,137,2026-04-12,1,Error en pedido,Ecommerce,Aprobada,24500.0
21523,174640,4041,105,2026-07-13,1,Error en pedido,Tienda fisica,Aprobada,123900.0
21524,870292,780,80,2026-08-26,2,Producto defectuoso,Marketplace,En proceso,254800.0
21525,883104,1481,4,2026-02-04,2,Producto defectuoso,Ecommerce,Aprobada,190700.0
21526,935629,3529,98,2025-12-17,1,Error en pedido,Ecommerce,En proceso,148500.0
21527,388593,1792,76,2026-01-31,1,No cumple expectativas,Marketplace,En proceso,147900.0
21528,841179,4507,51,2026-04-01,1,Producto vencido,Tienda fisica,Aprobada,91500.0
21529,102394,4700,103,2026-07-13,1,Talla incorrecta,Tienda fisica,Aprobada,2600.0
21530,836334,3591,121,2025-12-02,2,Error en pedido,Ecommerce,Aprobada,166000.0
21531,221330,4682,104,2026-07-18,2,No cumple expectativas,Marketplace,Rechazada,205900.0
21532,949050,2276,107,2026-04-20,1,Producto vencido,Tienda fisica,En proceso,65900.0
21533,841690,2209,88,2026-07-23,2,Producto defectuoso,Marketplace,Aprobada,202900.0
21534,452808,2555,12,2026-05-24,1,No cumple expectativas,Tienda fisica,En proceso,81700.0
21535,507109,1334,148,2026-04-07,1,No cumple expectativas,Ecommerce,Rechazada,113800.0
21536,90025,584,36,2025-12-17,1,Error en pedido,Tienda fisica,Aprobada,210700.0
21537,985940,3999,75,2025-12-28,1,Producto defectuoso,Tienda fisica,Aprobada,122300.0
21538,814188,4957,109,2025-10-23,2,No cumple expectativas,Tienda fisica,En proceso,150100.0
21539,401180,1609,42,2025-10-09,2,Error en pedido,Tienda fisica,Aprobada,64000.0
21540,900971,3037,90,2025-10-21,2,Error en pedido,Tienda fisica,Aprobada,8300.0
21541,708813,1003,71,2026-01-16,2,No cumple expectativas,Tienda fisica,Aprobada,113700.0
21542,369232,4200,132,2026-04-13,2,No cumple expectativas,Ecommerce,Rechazada,34600.0
21543,935136,2573,136,2025-10-17,2,Producto vencido,Ecommerce,En proceso,142800.0
21544,323947,1270,122,2025-11-01,1,Talla incorrecta,Ecommerce,Aprobada,131800.0
21545,237145,2164,103,2025-11-03,2,Talla incorrecta,Marketplace,En proceso,163100.0
21546,948195,1300,56,2025-10-29,2,Error en pedido,Ecommerce,En proceso,203700.0
21547,439891,3285,25,2026-03-02,1,No cumple expectativas,Tienda fisica,Aprobada,152800.0
21548,161448,869,28,2026-09-16,2,Error en pedido,Marketplace,En proceso,7400.0
21549,244139,3441,101,2025-12-10,1,No cumple expectativas,Tienda fisica,Rechazada,22300.0
21550,309945,1961,1,2025-09-18,2,No cumple expectativas,Ecommerce,En proceso,93800.0
21551,902741,4265,39,2026-06-13,2,No cumple expectativas,Tienda fisica,Aprobada,117300.0
21552,17087,3917,138,2026-08-02,1,Producto defectuoso,Tienda fisica,Aprobada,37000.0
21553,436001,674,94,2025-11-09,1,Talla incorrecta,Tienda fisica,En proceso,182100.0
21554,115005,1885,81,2026-08-21,1,Talla incorrecta,Ecommerce,Aprobada,207900.0
21555,556961,1329,78,2026-08-29,1,Talla incorrecta,Ecommerce,Aprobada,166500.0
21556,903643,1968,78,2026-04-25,1,No cumple expectativas,Tienda fisica,Aprobada,32600.0
21557,652526,2292,19,2026-08-08,2,No cumple expectativas,Tienda fisica,Aprobada,124400.0
21558,457702,618,107,2026-02-03,1,Producto defectuoso,Marketplace,Aprobada,113400.0
21559,167091,1440,100,2026-02-01,1,Talla incorrecta,Tienda fisica,Aprobada,103500.0
21560,644625,4453,86,2026-02-25,2,Talla incorrecta,Ecommerce,Aprobada,193300.0
21561,511486,3677,123,2026-02-09,2,Producto defectuoso,Marketplace,En proceso,92900.0
21562,193005,3423,42,2025-11-24,1,Producto defectuoso,Ecommerce,Aprobada,195700.0
21563,82872,1411,147,2025-11-29,2,Producto vencido,Ecommerce,Rechazada,52000.0
21564,471993,3280,92,2025-12-01,1,Talla incorrecta,Tienda fisica,Aprobada,146800.0
21565,849516,3734,105,2026-01-01,2,No cumple expectativas,Tienda fisica,En proceso,117000.0
21566,660003,4052,73,2025-10-28,2,Error en pedido,Tienda fisica,En proceso,242100.0
21567,509560,3103,65,2025-10-31,1,Error en pedido,Tienda fisica,Aprobada,251400.0
21568,175843,1244,89,2026-08-06,1,Producto defectuoso,Ecommerce,Rechazada,163300.0
21569,682321,1970,17,2026-03-06,2,Talla incorrecta,Tienda fisica,Aprobada,25600.0
21570,257603,56,5,2026-06-21,2,Producto defectuoso,Ecommerce,Aprobada,39000.0
21571,93838,2806,142,2026-03-24,2,No cumple expectativas,Marketplace,Aprobada,157100.0
21572,797859,2033,45,2026-07-28,1,No cumple expectativas,Ecommerce,Aprobada,34500.0
21573,644021,4302,132,2026-10-10,2,Error en pedido,Marketplace,Aprobada,61100.0
21574,36534,3313,2,2026-02-23,2,Producto defectuoso,Marketplace,Aprobada,121900.0
21575,786277,2109,63,2025-11-07,1,Producto defectuoso,Ecommerce,En proceso,89800.0
21576,303059,1800,27,2026-02-26,2,Producto defectuoso,Tienda fisica,Aprobada,127500.0
21577,328874,4776,22,2026-08-23,1,Error en pedido,Marketplace,En proceso,128100.0
21578,745207,3060,41,2025-11-26,2,Talla incorrecta,Tienda fisica,Aprobada,25900.0
21579,203537,4661,113,2026-02-11,1,Error en pedido,Tienda fisica,Rechazada,37700.0
21580,438329,740,118,2026-02-28,1,Producto defectuoso,Marketplace,Rechazada,210100.0
21581,418695,469,28,2025-12-27,1,Error en pedido,Tienda fisica,Aprobada,70700.0
21582,953007,3317,8,2026-07-25,2,Producto defectuoso,Tienda fisica,En proceso,94300.0
21583,605413,544,32,2025-12-07,2,Producto vencido,Tienda fisica,Aprobada,94700.0
21584,995179,1930,110,2025-12-24,1,Talla incorrecta,Marketplace,Aprobada,142200.0
21585,822193,2649,90,2026-04-18,2,Talla incorrecta,Ecommerce,Aprobada,34200.0
21586,954496,4243,99,2025-12-24,1,Producto vencido,Tienda fisica,Aprobada,94300.0
21587,930965,3391,82,2026-06-14,1,Error en pedido,Marketplace,Aprobada,89700.0
21588,379245,4110,44,2025-10-10,1,No cumple expectativas,Tienda fisica,Aprobada,77200.0
21589,863457,2786,78,2025-11-28,1,No cumple expectativas,Ecommerce,Aprobada,200000.0
21590,937908,2670,57,2026-08-12,1,Talla incorrecta,Ecommerce,Aprobada,53500.0
21591,952203,4031,131,2026-02-05,2,Error en pedido,Ecommerce,Aprobada,96300.0
21592,159530,1847,57,2025-09-14,1,Producto vencido,Tienda fisica,Rechazada,125900.0
21593,325522,3394,74,2025-12-18,1,No cumple expectativas,Ecommerce,Aprobada,134400.0
21594,301355,309,22,2025-11-27,1,No cumple expectativas,Ecommerce,Aprobada,48100.0
21595,981219,3632,25,2025-09-25,2,Producto defectuoso,Tienda fisica,Aprobada,174400.0
21596,431865,4154,117,2025-09-21,2,Error en pedido,Ecommerce,Aprobada,145600.0
21597,684609,698,138,2026-05-25,1,No cumple expectativas,Tienda fisica,Aprobada,180900.0
21598,526237,2351,88,2026-05-10,2,Talla incorrecta,Tienda fisica,Aprobada,60700.0
21599,33316,572,102,2025-10-19,1,No cumple expectativas,Tienda fisica,Aprobada,149400.0
21600,209491,779,53,2025-11-22,2,Producto defectuoso,Tienda fisica,Rechazada,216000.0
21601,867018,1621,21,2025-10-17,1,Producto vencido,Tienda fisica,Aprobada,140300.0
21602,4002,3548,80,2026-03-15,2,Producto defectuoso,Tienda fisica,Aprobada,141900.0
21603,485447,769,141,2025-11-29,2,Talla incorrecta,Tienda fisica,Aprobada,116300.0
21604,987978,2120,47,2026-02-13,2,Error en pedido,Tienda fisica,En proceso,37600.0
21605,546329,2898,99,2025-11-14,2,No cumple expectativas,Tienda fisica,Aprobada,18400.0
21606,284825,4823,7,2026-01-13,1,Producto defectuoso,Tienda fisica,En proceso,116400.0
21607,26066,1968,81,2026-01-29,1,Producto defectuoso,Ecommerce,Aprobada,32400.0
21608,146900,2993,49,2025-11-11,1,Error en pedido,Tienda fisica,Aprobada,3800.0
21609,292501,3579,90,2026-03-23,1,Error en pedido,Tienda fisica,Aprobada,165700.0
21610,734101,4772,48,2025-12-29,2,Error en pedido,Marketplace,Aprobada,165300.0
21611,30614,4487,20,2026-03-14,1,Talla incorrecta,Tienda fisica,Aprobada,155000.0
21612,737696,1908,14,2026-05-06,1,Talla incorrecta,Tienda fisica,Aprobada,157900.0
21613,111258,1084,134,2025-11-10,2,Producto defectuoso,Tienda fisica,Aprobada,63400.0
21614,785,4449,110,2026-07-04,2,Producto vencido,Ecommerce,Aprobada,193800.0
21615,727127,3348,37,2025-10-07,1,Talla incorrecta,Ecommerce,Rechazada,71300.0
21616,634036,3202,103,2026-06-23,1,Producto defectuoso,Tienda fisica,Aprobada,37200.0
21617,450131,1539,96,2026-08-14,2,No cumple expectativas,Tienda fisica,Aprobada,114000.0
21618,921368,2310,1,2025-11-06,2,Producto defectuoso,Marketplace,En proceso,142600.0
21619,111902,558,142,2026-05-19,1,Talla incorrecta,Tienda fisica,Aprobada,165200.0
21620,280866,1273,25,2025-11-01,1,No cumple expectativas,Ecommerce,En proceso,111000.0
